Invoice_Number,Amount,Posting_Date,Vendor_Name,GL_Account,Created_By,Approved_By,Entry_Type,Description
INV-11148,3885.53,2026-03-03,OfficeDepot Co,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11148
INV-11149,749.9,2026-03-02,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11149
INV-11150,4424.14,2026-03-15,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11150
INV-11151,1772.67,2026-03-24,CloudScale Networks,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11151
INV-11152,3116.5,2026-03-13,TechSupplies Inc,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11152
INV-11153,922.79,2026-03-24,Delta Freight,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11153
INV-11154,2853.2,2026-03-22,Metro Facilities,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11154
INV-11155,4864.06,2026-03-01,OfficeDepot Co,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11155
INV-11156,4176.95,2026-03-21,CloudScale Networks,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11156
INV-11157,1287.06,2026-03-25,Metro Facilities,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11157
INV-11158,2655.35,2026-03-24,TechSupplies Inc,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11158
INV-11159,5365.4,2026-03-08,Delta Freight,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11159
INV-11160,2952.63,2026-03-04,Delta Freight,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11160
INV-11161,4016.25,2026-03-16,Delta Freight,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11161
INV-11162,2801.28,2026-03-02,Metro Facilities,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11162
INV-11163,2453.95,2026-03-21,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11163
INV-11164,2614.87,2026-03-23,Delta Freight,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11164
INV-11165,1072.95,2026-03-08,CloudScale Networks,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11165
INV-11166,3261.26,2026-03-10,OfficeDepot Co,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11166
INV-11167,2535.63,2026-03-20,Delta Freight,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11167
INV-11168,3561.07,2026-03-07,TechSupplies Inc,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11168
INV-11169,2542.5,2026-03-07,Delta Freight,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11169
INV-11170,5362.52,2026-03-06,OfficeDepot Co,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11170
INV-11171,4385.13,2026-03-14,Metro Facilities,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11171
INV-11172,1195.64,2026-03-11,Metro Facilities,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11172
INV-11173,4540.64,2026-03-28,Metro Facilities,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11173
INV-11174,3676.72,2026-03-04,TechSupplies Inc,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11174
INV-11175,3736.93,2026-03-04,TechSupplies Inc,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11175
INV-11176,681.37,2026-03-10,CloudScale Networks,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11176
INV-11177,4366.41,2026-03-12,Delta Freight,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11177
INV-11178,880.8,2026-03-08,CloudScale Networks,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11178
INV-11179,3183.89,2026-03-09,OfficeDepot Co,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11179
INV-11180,3986.34,2026-03-14,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11180
INV-11181,1394.96,2026-03-28,Delta Freight,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11181
INV-11182,3740.87,2026-03-23,TechSupplies Inc,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11182
INV-11183,5457.3,2026-03-25,TechSupplies Inc,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11183
INV-11184,397.51,2026-03-23,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11184
INV-11185,5102.47,2026-03-23,OfficeDepot Co,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11185
INV-11186,1891.53,2026-03-17,OfficeDepot Co,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11186
INV-11187,1167.03,2026-03-20,Delta Freight,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11187
INV-11188,3962.42,2026-03-03,OfficeDepot Co,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11188
INV-11189,1696.07,2026-03-03,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11189
INV-11190,1890.68,2026-03-26,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11190
INV-11191,1650.24,2026-03-02,OfficeDepot Co,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11191
INV-11192,2135.32,2026-03-25,Metro Facilities,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11192
INV-11193,1106.16,2026-03-11,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11193
INV-11194,5861.12,2026-03-10,Metro Facilities,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11194
INV-11195,4076.77,2026-03-24,Metro Facilities,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11195
INV-11196,1774.0,2026-03-04,Metro Facilities,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11196
INV-11197,2205.52,2026-03-14,Delta Freight,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11197
INV-11198,3373.72,2026-03-17,Delta Freight,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11198
INV-11199,3031.19,2026-03-14,Delta Freight,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11199
INV-11200,5994.46,2026-03-17,Delta Freight,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11200
INV-11201,3619.82,2026-03-07,CloudScale Networks,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11201
INV-11202,446.2,2026-03-20,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11202
INV-11203,1421.29,2026-03-17,OfficeDepot Co,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11203
INV-11204,1938.51,2026-03-01,OfficeDepot Co,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11204
INV-11205,1424.16,2026-03-10,Metro Facilities,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11205
INV-11206,4206.7,2026-03-12,Delta Freight,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11206
INV-11207,264.45,2026-03-15,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11207
INV-11208,4946.39,2026-03-17,Delta Freight,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11208
INV-11209,4266.12,2026-03-26,Delta Freight,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11209
INV-11210,3562.81,2026-03-18,Delta Freight,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11210
INV-11211,3376.62,2026-03-23,Delta Freight,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11211
INV-11212,3165.55,2026-03-18,OfficeDepot Co,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11212
INV-11213,4816.34,2026-03-17,Metro Facilities,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11213
INV-11214,2478.91,2026-03-09,TechSupplies Inc,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11214
INV-11215,1929.38,2026-03-20,Metro Facilities,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11215
INV-11216,3122.41,2026-03-06,Delta Freight,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11216
INV-11217,4540.86,2026-03-04,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11217
INV-11218,4469.1,2026-03-25,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11218
INV-11219,1583.16,2026-03-11,Delta Freight,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11219
INV-11220,3659.47,2026-03-05,OfficeDepot Co,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11220
INV-11221,1867.44,2026-03-08,Delta Freight,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11221
INV-11222,3561.97,2026-03-09,Delta Freight,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11222
INV-11223,2357.62,2026-03-14,Delta Freight,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11223
INV-11224,5021.28,2026-03-25,TechSupplies Inc,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11224
INV-11225,4292.28,2026-03-03,OfficeDepot Co,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11225
INV-11226,3349.83,2026-03-18,CloudScale Networks,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11226
INV-11227,6179.38,2026-03-27,Metro Facilities,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11227
INV-11228,4429.74,2026-03-16,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11228
INV-11229,1405.6,2026-03-27,Delta Freight,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11229
INV-11230,558.28,2026-03-03,Metro Facilities,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11230
INV-11231,850.02,2026-03-07,CloudScale Networks,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11231
INV-11232,5211.75,2026-03-15,OfficeDepot Co,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11232
INV-11233,3458.24,2026-03-20,OfficeDepot Co,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11233
INV-11234,4750.13,2026-03-01,CloudScale Networks,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11234
INV-11235,2574.29,2026-03-21,Delta Freight,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11235
INV-11236,200.74,2026-03-27,Delta Freight,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11236
INV-11237,2353.7,2026-03-07,TechSupplies Inc,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11237
INV-11238,1380.0,2026-03-03,TechSupplies Inc,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11238
INV-11239,3892.39,2026-03-02,CloudScale Networks,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11239
INV-11240,4671.79,2026-03-27,Metro Facilities,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11240
INV-11241,1021.42,2026-03-18,OfficeDepot Co,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11241
INV-11242,3793.61,2026-03-19,Metro Facilities,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11242
INV-11243,396.36,2026-03-24,OfficeDepot Co,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11243
INV-11244,1653.33,2026-03-18,TechSupplies Inc,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11244
INV-11245,985.66,2026-03-28,Delta Freight,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11245
INV-11246,3771.37,2026-03-17,Metro Facilities,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11246
INV-11247,5060.55,2026-03-18,CloudScale Networks,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11247
INV-11248,303.84,2026-03-26,CloudScale Networks,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11248
INV-11249,3701.41,2026-03-06,Delta Freight,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11249
INV-11250,503.29,2026-03-26,TechSupplies Inc,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11250
INV-11251,3999.07,2026-03-16,OfficeDepot Co,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11251
INV-11252,1833.13,2026-03-25,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11252
INV-11253,2610.55,2026-03-02,TechSupplies Inc,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11253
INV-11254,3011.67,2026-03-02,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11254
INV-11255,3296.11,2026-03-02,TechSupplies Inc,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11255
INV-11256,2070.71,2026-03-28,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11256
INV-11257,3713.88,2026-03-26,TechSupplies Inc,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11257
INV-11258,3356.31,2026-03-17,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11258
INV-11259,1149.49,2026-03-26,TechSupplies Inc,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11259
INV-11260,5349.67,2026-03-14,CloudScale Networks,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11260
INV-11261,3403.53,2026-03-02,CloudScale Networks,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11261
INV-11262,2988.24,2026-03-18,Metro Facilities,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11262
INV-11263,1417.81,2026-03-12,OfficeDepot Co,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11263
INV-11264,4175.26,2026-03-27,CloudScale Networks,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11264
INV-11265,5106.22,2026-03-21,Delta Freight,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11265
INV-11266,5004.6,2026-03-23,OfficeDepot Co,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11266
INV-11267,4808.72,2026-03-10,OfficeDepot Co,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11267
INV-11268,1063.89,2026-03-01,Delta Freight,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11268
INV-11269,3927.38,2026-03-16,Delta Freight,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11269
INV-11270,5360.32,2026-03-06,OfficeDepot Co,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11270
INV-11271,830.69,2026-03-18,TechSupplies Inc,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11271
INV-11272,1515.05,2026-03-01,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11272
INV-11273,1527.58,2026-03-28,CloudScale Networks,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11273
